index,recipe_name,sentence1,sentence2,label
6745,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,Whisk again until fully combined and smooth.,Preheat the oven to 180 C / Gas 4.,0
6746,the-best-ever--on-this-earth--chewy-brownies,Beat eggs and sugar until light and fluffy.,Add cocoa and stir until well blended and smooth;,0
6747,spinach-and-salmon-timbales,"Cover each one with a plate, invert and lift off the dish.",Melt the butter in a small saucepan.,0
6748,basic-muffins,Fill muffin cups 2/3 full.,DO NOT OVERMIX.,0
6749,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"When hot, add 1 tbsp of the oil, then when it is just smoking, toss in the meat and stir-fry for 2-3 minutes until cooked through.","Cut the carrot and leek into 5cm lengths, then cut each piece into fine matchsticks.",0
6750,spinach-and-salmon-timbales,"Meanwhile, make the herb sauce.","Lay 2 lasagne strips in each spinach-lined ramekin, overlapping them in a cross shape.",0
6751,mango-crumble,Toss the mango with the lime juice.,Set aside.,0
6752,mango-crumble,Taste and adjust sweetness if desired.,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.",0
6753,spinach-and-salmon-timbales,Mix half the ricotta cheese with the chopped spinach.,"Drain on a clean tea-towel, in a single layer, then cut each sheet of lasagne in half lengthways.",0
6754,spinach-and-salmon-timbales,"Stir in the lime juice, herbs, cream and seasoning to taste.",Leave excess pasta hanging over the edge.,0
6755,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,Whisk together the 120ml soy sauce and 1/2 teaspoon garlic granules in a large bowl; add the pork and stir to coat.,Drain well.,0
6756,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,cover with water and let cook for at least 30 minutes.,cook for only a couple of minutes.,0
6757,Apple_Crumble_Pie_recipe_-_All_recipes_UK,Mix 5 tbsp sugar with flour; rub in butter until crumbly.,Arrange apple slices in unbaked pastry case.,0
6758,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,),Add onions and cook until soft and lightly browned.,0
6759,japanese-chicken-and-tofu-burgers,Get your hands dirty!,"Let cool, then squeeze the paper and drain excess water from the tofu very well.",0
6760,vanilla-cupcakes-with-vanilla-buttercream,For the buttercream: Beat the butter for 2-3 minutes until fluffy.,"Add the remaining egg-milk mixture in thirds, and stir with the spatula until well combined.",0
6761,moules,Continue to cook remaining mussels in the same liquid.,Do not panic if they open under water!,0
6762,spinach-and-salmon-timbales,Chop the remaining spinach and set aside.,"Cook the lasagne in boiling water for 3-5 minutes, or according to the packet instructions, until al dente.",0
6763,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,),Allow toasted bread to sit overnight and go hard.,0
6764,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Whisk together the cornflour and water and add to the stir fry, stirring until the mixture thickens.","Whisk together the 3 tablespoons soy sauce, 180ml sweet chilli sauce, 1/2 teaspoon garlic granules, the ground ginger and the sesame oil in a large bowl; add the noodles and toss to coat; set aside.",0
6765,mint-roasted-rack-of-lamb,Heat the remainder of the oil in a large frying pan over high heat.,Mix well then rub evenly over the racks of lamb.,0
6766,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Stir in the minced garlic and saute until the aroma is strong.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",0
6767,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,Put the tuna into a blender or food processor.,Drain well in a colander.,0
6768,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,") Add onion, sage, salt and pepper.",Mix together on a medium high heat and let simmer until the desired consistency is achieved.,0
6769,victoria-sponge-cake-with-buttercream,Continue till smooth.,Preheat the oven to 180 C / Gas 4.,0
6770,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Combine the soy sauce, sherry and 2 tbsp water in a small jug or bowl.",Place in a small bowl with the cornflour and five-spice powder.,0
6771,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Roll mixture into small balls (1/2 "" across max) and place in fridge to set for 1 hour, or until firm.",Do not let boil as it will become tart.,0
6772,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Bring 125ml water to the boil in a saucepan, and cook the spinach 4 to 6 minutes, until tender.",Preheat oven to 180 C / Gas 4.,0
6773,vanilla-cupcakes-with-vanilla-buttercream,"If the buttercream is too thin, add more icing sugar a teaspoon at a time.",The batter will be very lumpy and the butter might remain together.,0
6774,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Remove from heat and drain.,Allow toasted bread to sit overnight and go hard.,0
6775,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"In a large pot with boiling salted water, cook pasta until al dente.","Place bacon in a large, deep frying pan.",0
6776,moules,"When all of the mussels are open, remove from the pan using a slotted spoon, and start enjoying your meal.",Do not panic if they open under water!,0
6777,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Process into a pur辿e.,"Add chicken pieces, and fry until lightly browned on the outside.",0
6778,kahlua-bread-pudding,Stir until smooth.,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.",0
6779,Katherine's_chocolate_truffles_recipe_-_All_recipes_UK,"If you want to drizzle with melted cake covering, melt as per the truffles.",Be careful not to over-cook this or crystals will begin to form.,0
6780,easy-chicken-coconut-curry,Thinly slice carrots and celery.,Cook onion until soft.,0
6781,apple-flapjack,"Bake for approximately 20 minutes, until firm and golden brown.",You don't have to peel them.,0
6782,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,"When biscuits are completely cool, melt the chocolate over a double boiler or in the microwave.","If the dough is too sticky, chill for a little bit.",0
6783,family-friendly-cottage-pie,stir well.,Bring to the boil and cook till tender.,0
6784,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Whisk together the cornflour and water and add to the stir fry, stirring until the mixture thickens.",Drain well.,0
6785,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,Make the drizzle by stirring the caster sugar and the 5 tablespoons lemon juice together in a jug.,Pour the mixture into the pre-lined load tin and level the top with a spatula or the back of a spoon.,0
6786,amy-s-creamy-chicken-and-tarragon-tagliatelle,"If it gets too thick, add a small amount of water.","Then add the tarragon, Italian herbs, salt and pepper and stir.",0
6787,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Do not let boil as it will become tart.,Mix together on a medium high heat and let simmer until the desired consistency is achieved.,0
6788,aubergine-and-tomato-chutney,Simmer for 40 minutes over low heat.,You may need to adjust vinegar/sugar to suit personal taste.,0
6789,Italian_style_pizza_recipe_-_All_recipes_UK,Alternately you can blitz all the ingredients in a mini blender.,Prepare your toppings as you wait for the dough to finish.,0
6790,polenta-pizza-base,"Grease a large round baking tray, and sprinkle lightly with polenta.","In a large bowl, mix together 1/2 of the remaining flour, remaining water, salt, oregano and butter.",0
6791,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"When hot, add 1 tbsp of the oil, then when it is just smoking, toss in the meat and stir-fry for 2-3 minutes until cooked through.","Soak the noodles in a bowl of lightly salted, boiling water for 3 minutes.",0
6792,spinach-and-salmon-timbales,Remove from the heat.,Place in the oven and bake for 20 minutes.,0
6793,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Soak the noodles in a bowl of lightly salted, boiling water for 3 minutes.",Put all the prepared vegetables together in a bowl.,0
6794,baked-onion-bhajis,Sprinkle in the chilli powder and mix.,Line a large baking tray with baking parchment.,0
6795,kahlua-bread-pudding,"Bring dark brown soft sugar, butter and golden syrup to the boil in a large pan.",Sprinkle mixture all over.,0
6796,mango-guacamole,Add 1 avocado and process until creamy and smooth;,Set the onion aside.,0
6797,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,( If mixture is too dry add a little bit of water.,Melt butter over a medium heat.,0
6798,tuna-cream-cheese-pasta-bake,Mix but keep fairly chunky.,Bring a saucepan of lightly salted water to the boil over a high heat.,0
6799,Broccoli_and_Ginger_Beef_Stir_Fry_recipe_-_All_recipes_UK,"In a large frying pan or wok over high heat, stir fry steak 2 to 4 minutes, or until browned.",Stir until sugar and flour are dissolved.,0
6800,spinach-and-salmon-timbales,Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,"Preheat the oven to 200°C (400°F, gas mark 6).",0
6801,spinach-and-salmon-timbales,"Stir in the lime juice, herbs, cream and seasoning to taste.",Divide the salmon mixture evenly among the ramekins.,0
6802,salmon-fillet-in-a-lemon-thyme-cream-sauce,The time this takes will depend on the thickness of the salmon fillet.,"Add the salmon fillet and cook skin side down for 8 to 10 minutes, then flip over and cook for just a few minutes to get a nice golden brown on top.",0
6803,the-best-ever--on-this-earth--chewy-brownies,Add cocoa and stir until well blended and smooth;,"Grease an 8""x12"" baking tin.",0
6804,easy-grilled-naan,"During the second rising, preheat grill.","Roll into balls, cover with a cloth and allow to rise until doubled in size, about 30 minutes.",0
6805,delicious-vanilla-cupcakes,),Then add flour.,0
6806,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Heat the cooking oil in a wok or a large, deep frying pan over medium-high heat.",Allow to marinate for 5 minutes.,0
6807,pumpkin-crumble-sponge-cake,"In a large bowl, combine the remaining dry cake mix with 1 egg and 110g melted butter.",Preheat oven to 180 C / Gas 4.,0
6808,Coconut_prawn_and_vegetable_curry_recipe_-_All_recipes_UK,"Add the garlic and curry paste and cook for a further 2 minutes, stirring all the time.","Cook the potatoes in a saucepan of lightly salted, boiling water for 10 minutes.",0
6809,Italian_style_pizza_recipe_-_All_recipes_UK,"10 minutes before the dough is done, turn your oven on as hot as it will go and allow it to heat up fully.",Prepare your toppings as you wait for the dough to finish.,0
6810,Spicy_Chicken_and_Broccoli_Stir_Fry_recipe_-_All_recipes_UK,"Heat the oil in a frying pan or wok over medium heat, and stir-fry the chicken, spring onions and garlic until the chicken is no longer pink and juices run clear.","Cook until tender but still firm, about 5 minutes.",0
6811,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Once the meat has reached a brown colour, pour in the wine and let it reduce.","In a pot melt the butter, add the flour and then pour the milk stirring constantly to avoid lumps.",0
6812,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"Meanwhile, blanch the cabbage and carrots in boiling water for 3 minutes.","Make the marinade by mixing together the sugar, salt, soy sauce and cornflour slurry.",0
6813,mango-crumble,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.",Butter a 20cm square cake tin.,0
6814,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Remove from heat and let cool (or make up to 1 week ahead of time).,0
6815,pete-s-pulled-pork--slow-cooker-style,"Watch your nose, a sniff of all that boiling vinegar will wake you up!","Get all your ingredients together, always quicker and more fun if you are not rooting around for ingredients after you have started.",0
6816,spinach-and-salmon-timbales,"Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",Drain and rinse under cold water.,0
6817,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Beat to a spreading consistency.,"Bake the cakes for 30 to 35 minutes in the preheated oven, until a skewer inserted comes out clean.",0
6818,family-friendly-cottage-pie,Sprinkle over the flour and stir well until there are no lumps of flour.,Bring to the boil and cook till tender.,0
6819,pumpkin-crumble-sponge-cake,Grease one 23x33cm or similar sized baking dish.,Preheat oven to 180 C / Gas 4.,0
6820,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"You will find your own way of doing it, but I like to take a small amount of turkey, flatten it in the palm of my hand and wrap around the stuffing ball.",Allow toasted bread to sit overnight and go hard.,0
6821,warm-potato-salad-with-mackerel,"While the potatoes cook, remove the skin from the mackerel and discard.",Thickly slice the potatoes and place in a pan.,0
6822,date-and-lemon-scones,Line large flat baking tray with baking parchment.,Preheat oven to 200属C fan (220 C without fan).,0
6823,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Gradually add milk and continue stirring until thickened.,Drain.,0
6824,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Stir in 2/3 of the grated Cheddar cheese and stir until melted.,Take off heat and add chopped cooked bacon and set aside.,0
